id,label
36,vr
15,hrb
28,nr
00,'
14,hra
33,spr
25,kör
35,sör
11,gbr
12,gnr
22,kein e. v.
07,aör
09,eb
32,polit. gremium gem. § 15 kitafög benötigt keine re
01,-
24,keine registriernummer
23,keine
43,vt
39,vr-009538
37,vr 030257
20,hrb 38393b
04,95 vr 25 826 b
03,25295nz
17,hrb 110471
21,hrb-126466
16,hrb 019047
02,25033 nz
06,az 3416/464 b3
34,spr100037
05,a
08,de
41,vr:003311
42,vrn
38,vr 9361 nz
18,hrb 116329
27,natürliche person
30,nz
29,nr. 80 nz ag charlottenburg
10,entfällt
31,ohne
40,vr-098747
13,hbr
26,kör 100058
19,hrb 134083
